@relation all-combined-weka.filters.unsupervised.instance.Randomize-S2225

@attribute avgw3delay_div_avgw1delay numeric
@attribute avgw3delay_div_minw1delay numeric
@attribute avgw3delay_div_maxw1delay numeric
@attribute avgw3delay_div_avgw2delay numeric
@attribute avgw3delay_div_minw2delay numeric
@attribute avgw3delay_div_maxw2delay numeric
@attribute minw3delay_div_avgw1delay numeric
@attribute minw3delay_div_minw1delay numeric
@attribute minw3delay_div_maxw1delay numeric
@attribute minw3delay_div_avgw2delay numeric
@attribute minw3delay_div_minw2delay numeric
@attribute minw3delay_div_maxw2delay numeric
@attribute maxw3delay_div_avgw1delay numeric
@attribute maxw3delay_div_minw1delay numeric
@attribute maxw3delay_div_maxw1delay numeric
@attribute maxw3delay_div_avgw2delay numeric
@attribute maxw3delay_div_minw2delay numeric
@attribute maxw3delay_div_maxw2delay numeric
@attribute minw3delay_div_maxw3delay numeric
@attribute stdw3delay_div_stdw1delay numeric
@attribute stdw3delay_div_stdw2delay numeric
@attribute stdw1delay_div_stdw2delay numeric
@attribute avgw1delay_div_avgw2delay numeric
@attribute avgw1delay_div_minw2delay numeric
@attribute avgw1delay_div_maxw2delay numeric
@attribute minw1delay_div_avgw2delay numeric
@attribute minw1delay_div_minw2delay numeric
@attribute minw1delay_div_maxw2delay numeric
@attribute maxw1delay_div_avgw2delay numeric
@attribute maxw1delay_div_minw2delay numeric
@attribute maxw1delay_div_maxw2delay numeric
@attribute avgw3iat_div_avgw1iat numeric
@attribute avgw3iat_div_minw1iat numeric
@attribute avgw3iat_div_maxw1iat numeric
@attribute avgw3iat_div_avgw2iat numeric
@attribute avgw3iat_div_minw2iat numeric
@attribute avgw3iat_div_maxw2iat numeric
@attribute minw3iat_div_avgw1iat numeric
@attribute minw3iat_div_minw1iat numeric
@attribute minw3iat_div_maxw1iat numeric
@attribute minw3iat_div_avgw2iat numeric
@attribute minw3iat_div_minw2iat numeric
@attribute minw3iat_div_maxw2iat numeric
@attribute maxw3iat_div_avgw1iat numeric
@attribute maxw3iat_div_minw1iat numeric
@attribute maxw3iat_div_maxw1iat numeric
@attribute maxw3iat_div_avgw2iat numeric
@attribute maxw3iat_div_minw2iat numeric
@attribute maxw3iat_div_maxw2iat numeric
@attribute minw3iat_div_maxw3iat numeric
@attribute stdw3iat_div_stdw1iat numeric
@attribute stdw3iat_div_stdw2iat numeric
@attribute stdw1iat_div_stdw2iat numeric
@attribute avgw1iat_div_avgw2iat numeric
@attribute avgw1iat_div_minw2iat numeric
@attribute avgw1iat_div_maxw2iat numeric
@attribute minw1iat_div_avgw2iat numeric
@attribute minw1iat_div_minw2iat numeric
@attribute minw1iat_div_maxw2iat numeric
@attribute maxw1iat_div_avgw2iat numeric
@attribute maxw1iat_div_minw2iat numeric
@attribute maxw1iat_div_maxw2iat numeric
@attribute class {c,n}

@data
1.132796,1.2895,0.991923,0.966325,1.1,0.846154,1.427526,1.625,1.25,0.93004,1.0316,0.793538,0.793365,0.88,0.676923,1.172016,1.3,1,0.676923,1.588593,1.655997,1.04243,0.821012,0.910667,0.700513,0.721241,0.8,0.615385,0.937613,1.04,0.8,1.065104,0,0.151481,0,0,0,8.203125,0,1.166667,0.957845,0,0.129841,0,0,0,7.377049,0,1,0,1.230964,0.967183,0.785712,0.899297,0,0.121905,0,0,0,6.323185,0,0.857143,c
0.772276,0.783372,0.76149,0.424929,0.431034,0.418994,1.031161,1.045977,1.01676,0.761348,0.7879,0.748938,0.418916,0.433526,0.412088,1.01657,1.052023,1,0.412088,46.736027,36.31279,0.776976,0.98585,1.020231,0.96978,0.971886,1.00578,0.956044,0.999814,1.034682,0.983516,0.874768,0,0.223968,0,0,0,3.905766,0,1,0.772727,0,0.223968,0,0,0,3.450164,0,1,0,0.843936,0.770928,0.913492,0.883352,0,0.256032,0,0,0,3.450164,0,1,c
0.703735,0.724299,0.679825,0.490344,0.504673,0.473684,1.098735,1.130841,1.061404,0.666495,0.685841,0.625,0.464396,0.477876,0.435484,1.040592,1.070796,0.975806,0.446281,15.356946,14.029055,0.913532,0.947082,0.974572,0.888118,0.920193,0.946903,0.862903,0.980392,1.00885,0.919355,0.853451,0,0.262568,0,0,0,3.130016,0,0.962963,0.80524,0,0.262568,0,0,0,2.953203,0,0.962963,0,0.818274,0.788835,0.964023,0.943511,0,0.307654,0,0,0,3.066788,0,1,c
1.011974,1.03,0.998788,0.982499,1,0.969697,1.028554,1.046875,1.015152,1.00754,1.063226,0.983881,0.978194,1.032258,0.955224,1.024047,1.080645,1,0.955224,0.991177,0.830528,0.837921,0.995619,1.050645,0.972239,0.978194,1.032258,0.955224,1.008763,1.064516,0.985075,0.954545,0,0.28,0,0,0,3.409091,0,1,1.095652,0,0.168,0,0,0,3.913043,0,0.6,0,0.947019,0.887564,0.937218,1.147826,0,0.176,0,0,0,3.913043,0,0.6,n
0.66746,0.710533,0.634405,0.563627,0.6,0.535714,1.146042,1.22,1.089286,0.614223,0.657901,0.573011,0.518672,0.555556,0.483871,1.054633,1.12963,0.983871,0.491803,6.094988,4.488181,0.736372,0.92024,0.985679,0.858495,0.864454,0.925926,0.806452,0.968188,1.037037,0.903226,1.357143,0,0.148696,0,0,0,11.904762,0,1.304348,1.254279,0,0.148696,0,0,0,11.002445,0,1.304348,0,1.612173,1.453084,0.90132,0.924205,0,0.109565,0,0,0,8.435208,0,1,c
0.708735,0.72069,0.696667,0.101753,0.10347,0.100021,1.0258,1.043103,1.008333,0.698024,0.708475,0.690909,0.100216,0.101716,0.099194,1.010298,1.025424,1,0.099194,26.85144,32.343677,1.204542,0.984887,0.999633,0.974848,0.96855,0.983051,0.958678,1.001948,1.016949,0.991736,0.699317,0,0.04873,0,0,0,8.712984,0,0.607143,0.998374,0,0.04873,0,0,0,12.439024,0,0.607143,0,0.680846,0.76025,1.116625,1.427642,0,0.069683,0,0,0,20.487805,0,1,c
1.23275,1.390952,1.112762,1.139481,1.285714,1.028571,1.392699,1.571429,1.257143,1.097501,1.180202,0.998632,1.014466,1.090909,0.923077,1.239902,1.333333,1.128205,0.818182,0.893525,1.082361,1.211339,0.890287,0.957374,0.810085,0.789029,0.848485,0.717949,0.986286,1.060606,0.897436,1.03681,0,0.281667,0,0,0,4.141104,0,1.125,1.079872,0,0.321905,0,0,0,4.313099,0,1.285714,0,1.195503,1.112755,0.930784,1.041534,0,0.310476,0,0,0,3.833866,0,1.142857,n
1.147852,1.209474,1.068837,1.098901,1.157895,1.023256,1.198801,1.263158,1.116279,1.065533,1.149,0.99913,1.020093,1.1,0.956522,1.112828,1.2,1.043478,0.916667,0.91201,0.971964,1.065737,0.928284,1.001,0.870435,0.880989,0.95,0.826087,0.996909,1.075,0.934783,0.968153,0,0.225185,0,0,0,2.388535,0,0.555556,0.996721,0,0.225185,0,0,0,2.459016,0,0.555556,0,0.715426,0.762293,1.065509,1.029508,0,0.232593,0,0,0,4.42623,0,1,n
1.106952,1.167692,0.9108,1.069519,1.128205,0.88,1.166748,1.230769,0.96,1.053841,1.110732,0.99,1.018204,1.073171,0.956522,1.110768,1.170732,1.043478,0.916667,0.676071,1.086677,1.607343,0.952021,1.003415,0.894348,0.902499,0.95122,0.847826,1.15705,1.219512,1.086957,0.979508,0,0.227619,0,0,0,2.459016,0,0.571429,1.008439,0,0.318667,0,0,0,2.531646,0,0.8,0,0.920255,0.977885,1.062623,1.029536,0,0.325333,0,0,0,4.43038,0,1.4,n
1.031055,1.062333,0.965758,0.970557,1,0.909091,1.164668,1.2,1.090909,1.009181,1.062333,0.849867,0.949967,1,0.8,1.13996,1.2,0.96,0.833333,1.748364,1.19927,0.685938,0.978786,1.030337,0.824269,0.949967,1,0.8,1.044964,1.1,0.88,1.375,0,0.3025,0,0,0,4.545455,0,1,1.305755,0,0.484,0,0,0,4.316547,0,1.6,0,1.287244,1.381079,1.072897,0.94964,0,0.352,0,0,0,4.316547,0,1.6,c
0.906016,0.954222,0.871246,0.60586,0.638095,0.582609,1.103207,1.161905,1.06087,0.854989,0.886667,0.821257,0.571737,0.59292,0.54918,1.041074,1.079646,1,0.54918,10.166763,12.206992,1.200676,0.94368,0.978643,0.906448,0.896006,0.929204,0.860656,0.98134,1.017699,0.942623,1.219799,0,0.105362,0,0,0,13.087248,0,1.130435,1.034139,0,0.098912,0,0,0,11.095306,0,1.061224,0,1.260667,1.077622,0.854803,0.847795,0,0.081088,0,0,0,9.815078,0,0.938776,c
0.986406,1.015867,0.891111,0.970999,1,0.877193,1.029259,1.06,0.929825,1.002104,1.036599,0.958365,0.986453,1.020408,0.943396,1.04564,1.081633,1,0.943396,0.3707,0.905895,2.443738,1.015915,1.050884,0.971572,0.986453,1.020408,0.943396,1.124556,1.163265,1.075472,1.052356,0,0.103077,0,0,0,4.712042,0,0.461538,1.142045,0,0.268,0,0,0,5.113636,0,1.2,0,0.853794,1.1977,1.402798,1.085227,0,0.254667,0,0,0,11.079545,0,2.6,n
1.025408,1.054,0.916522,0.972873,1,0.869565,1.167448,1.2,1.043478,0.973223,1.054,0.878333,0.923361,1,0.833333,1.108033,1.2,1,0.833333,1.811427,1.214591,0.670516,0.949107,1.027883,0.856569,0.923361,1,0.833333,1.061865,1.15,0.958333,1.378601,0,0.446667,0,0,0,4.938272,0,1.6,1.367347,0,0.372222,0,0,0,4.897959,0,1.333333,0,1.40674,1.402968,0.997319,0.991837,0,0.27,0,0,0,3.061224,0,0.833333,n
0.665182,0.682346,0.635287,0.523529,0.537037,0.5,1.083163,1.111111,1.034483,0.642749,0.669939,0.614111,0.505873,0.527273,0.483333,1.046633,1.090909,1,0.483333,11.261223,14.065423,1.249014,0.966275,1.007152,0.923222,0.94197,0.981818,0.9,1.011746,1.054545,0.966667,0.866935,0,0.095556,0,0,0,7.862903,0,0.866667,0.802239,0,0.095556,0,0,0,7.276119,0,0.866667,0,0.719023,0.615644,0.856224,0.925373,0,0.110222,0,0,0,8.395522,0,1,c
1.114677,1.169744,1.06093,1.075094,1.128205,1.023256,1.172829,1.230769,1.116279,1.056834,1.112683,0.991739,1.019305,1.073171,0.956522,1.111969,1.170732,1.043478,0.916667,0.92591,1.041168,1.124481,0.948108,0.998211,0.88971,0.903475,0.95122,0.847826,0.996139,1.04878,0.934783,1.011628,0,0.248571,0,0,0,3.488372,0,0.857143,1.011628,0,0.435,0,0,0,3.488372,0,1.5,0,0.940462,1.028132,1.09322,1,0,0.43,0,0,0,4.069767,0,1.75,n
0.927067,1.002778,0.859524,0.847458,0.916667,0.785714,1.155624,1.25,1.071429,0.847617,0.925641,0.802222,0.77483,0.846154,0.733333,1.056586,1.153846,1,0.733333,1.208421,1.559128,1.290219,0.914299,0.998462,0.865333,0.845269,0.923077,0.8,0.986147,1.076923,0.933333,0.931567,0,0.093778,0,0,0,6.953642,0,0.7,0.915401,0,0.085253,0,0,0,6.832972,0,0.636364,0,0.660564,0.614733,0.930619,0.982646,0,0.091515,0,0,0,9.761388,0,0.909091,c
0.547864,0.58239,0.523164,0.425985,0.45283,0.40678,1.064963,1.132075,1.016949,0.524052,0.54152,0.514444,0.40747,0.421053,0.4,1.018676,1.052632,1,0.4,8.496617,9.67415,1.138588,0.956537,0.988421,0.939,0.89983,0.929825,0.883333,1.001698,1.035088,0.983333,1.006116,0,0.274167,0,0,0,4.12844,0,1.125,0.913889,0,0.243704,0,0,0,3.75,0,1,0,1.022678,0.838146,0.81956,0.908333,0,0.242222,0,0,0,3.333333,0,0.888889,c
0.927848,0.941925,0.914338,0.883152,0.896552,0.870293,1.023268,1.038793,1.008368,0.914491,0.92596,0.903003,0.870439,0.881356,0.859504,1.008537,1.021186,0.995868,0.863071,8.433193,9.412294,1.116101,0.985604,0.997966,0.973223,0.970874,0.983051,0.958678,1.000167,1.012712,0.987603,1.128319,0,0.2125,0,0,0,4.867257,0,0.916667,1.017287,0,0.283333,0,0,0,4.388298,0,1.222222,0,1.053207,1.116723,1.060307,0.901596,0,0.251111,0,0,0,4.787234,0,1.333333,c
1.053614,1.072667,0.975152,0.982238,1,0.909091,1.178685,1.2,1.090909,1.035842,1.072667,0.932754,0.96567,1,0.869565,1.158805,1.2,1.043478,0.833333,2.52803,1.639981,0.648719,0.983133,1.018083,0.88529,0.96567,1,0.869565,1.062237,1.1,0.956522,1.257426,0,0.230909,0,0,0,5.445545,0,1,1.34629,0,0.423333,0,0,0,5.830389,0,1.833333,0,1.126792,1.43771,1.275932,1.070671,0,0.336667,0,0,0,5.830389,0,1.833333,n
1.053418,1.073433,0.975848,0.981354,1,0.909091,1.226693,1.25,1.136364,1.046809,1.073433,0.858747,0.975197,1,0.8,1.218997,1.25,1,0.8,2.033503,1.49463,0.735003,0.993726,1.019,0.8152,0.975197,1,0.8,1.072717,1.1,0.88,0.941176,0,0.213333,0,0,0,3.308824,0,0.75,1.015873,0,0.284444,0,0,0,3.571429,0,1,0,0.814331,0.855853,1.050989,1.079365,0,0.302222,0,0,0,4.761905,0,1.333333,c
1.044328,1.076996,1.020903,1.022945,1.054945,1,1.065568,1.098901,1.041667,1.022109,1.053835,0.980067,1.001182,1.032258,0.96,1.042898,1.075269,1,0.96,0.889088,0.756239,0.850579,0.978725,1.009104,0.938467,0.949037,0.978495,0.91,1.001182,1.032258,0.96,1.025761,0,0.208571,0,0,0,3.864169,0,0.785714,0.995455,0,0.265455,0,0,0,3.75,0,1,0,0.961887,0.923749,0.960351,0.970455,0,0.258788,0,0,0,4.772727,0,1.272727,n
1.146903,1.227071,1.065614,1.076284,1.151515,1,1.2179,1.30303,1.131579,1.065427,1.124815,0.987642,0.999825,1.055556,0.926829,1.13138,1.194444,1.04878,0.883721,1.11983,0.900665,0.804287,0.92896,0.980741,0.861138,0.868269,0.916667,0.804878,0.999825,1.055556,0.926829,1.164596,0,0.357143,0,0,0,5.124224,0,1.571429,1.136364,0,0.357143,0,0,0,5,0,1.571429,0,1.229701,1.173148,0.954011,0.975758,0,0.306667,0,0,0,3.181818,0,1,n
1.019158,1.045317,0.950288,0.974976,1,0.909091,1.169971,1.2,1.090909,0.950864,1.045317,0.836253,0.909642,1,0.8,1.091571,1.2,0.96,0.833333,1.797684,1.139356,0.633791,0.93299,1.025667,0.820533,0.909642,1,0.8,1.000606,1.1,0.88,1.455814,0,0.417333,0,0,0,5.581395,0,1.6,1.272358,0,0.521667,0,0,0,4.878049,0,2,0,1.504499,1.396163,0.927993,0.873984,0,0.358333,0,0,0,3.04878,0,1.25,c
1.06647,1.102174,0.905357,0.967606,1,0.821429,1.093816,1.130435,0.928571,1.033428,1.078723,0.975,0.937627,0.978723,0.884615,1.059927,1.106383,1,0.884615,0.78057,1.174298,1.50441,0.969018,1.011489,0.914231,0.937627,0.978723,0.884615,1.141459,1.191489,1.076923,1.137476,0,0.236863,0,0,0,4.237288,0,0.882353,1.330396,0,0.287619,0,0,0,4.955947,0,1.071429,0,1.00938,1.270472,1.258665,1.169604,0,0.252857,0,0,0,5.61674,0,1.214286,n
0.531971,0.543333,0.523929,0.462347,0.472222,0.455357,0.99722,1.018519,0.982143,0.496699,0.598776,0.484959,0.431691,0.520408,0.421488,0.931099,1.122449,0.909091,0.463636,13.952326,2.682621,0.19227,0.933694,1.125578,0.911625,0.91417,1.102041,0.892562,0.948028,1.142857,0.92562,1.076531,0,0.33098,0,0,0,4.591837,0,1.411765,1.00716,0,0.255758,0,0,0,4.295943,0,1.090909,0,1.073461,0.999546,0.931143,0.935561,0,0.237576,0,0,0,3.042959,0,0.772727,c
1.003316,1.086282,0.941444,0.852575,0.923077,0.8,1.083481,1.173077,1.016667,1.049418,1.152789,0.911075,0.891751,0.979592,0.774194,1.133267,1.244898,0.983871,0.786885,1.03967,1.092541,1.050853,1.04595,1.14898,0.908065,0.966064,1.061224,0.83871,1.114689,1.22449,0.967742,0.849835,0,0.12716,0,0,0,4.70297,0,0.703704,0.959032,0,0.171667,0,0,0,5.307263,0,0.95,0,0.709521,0.993327,1.399997,1.128492,0,0.202,0,0,0,7.541899,0,1.35,c
1.072377,1.104857,1.049266,1.047737,1.07947,1.025157,1.092732,1.125828,1.069182,1.034091,1.062633,1.011111,1.010331,1.038217,0.987879,1.053719,1.082803,1.030303,0.958824,0.918063,0.832273,0.906553,0.964298,0.990913,0.942869,0.93595,0.961783,0.915152,0.985537,1.012739,0.963636,0.929179,0,0.342453,0,0,0,2.713302,0,1,1.122042,0,0.356722,0,0,0,3.276483,0,1.041667,0,1.086567,1.152545,1.060722,1.207563,0,0.383911,0,0,0,3.276483,0,1.041667,n
1.13922,1.58,1.0665,1.094891,1.518519,1.025,1.201709,1.666667,1.125,1.061546,1.185,0.992093,1.020239,1.138889,0.953488,1.119774,1.25,1.046512,0.911111,0.583235,1.039927,1.783032,0.931818,1.040185,0.870853,0.671865,0.75,0.627907,0.995355,1.111111,0.930233,0.980583,0,0.183636,0,0,0,4.854369,0,0.909091,0.983766,0,0.2525,0,0,0,4.87013,0,1.25,0,0.937571,1.017639,1.0854,1.003247,0,0.2575,0,0,0,5.357143,0,1.375,n
1.013712,1.0362,0.942,0.978298,1,0.909091,1.173958,1.2,1.090909,0.959844,1.0362,0.82896,0.926312,1,0.8,1.111574,1.2,0.96,0.833333,1.846825,0.925493,0.501126,0.946861,1.022183,0.817747,0.926312,1,0.8,1.018943,1.1,0.88,1.347826,0,0.298519,0,0,0,5.016722,0,1.111111,1.259375,0,0.298519,0,0,0,4.6875,0,1.111111,0,1.34207,1.301959,0.970112,0.934375,0,0.221481,0,0,0,4.21875,0,1,c
0.713043,0.806731,0.692444,0.386156,0.436893,0.375,1.046911,1.184466,1.016667,0.696897,0.710199,0.670108,0.377411,0.384615,0.362903,1.023204,1.042735,0.983871,0.368852,15.398116,29.831677,1.937359,0.977355,0.996011,0.939785,0.863852,0.880342,0.830645,1.00643,1.025641,0.967742,1.026439,0,0.231579,0,0,0,7.465008,0,1.684211,1.023256,0,0.244444,0,0,0,7.44186,0,1.777778,0,1.290643,1.289067,0.998779,0.996899,0,0.238148,0,0,0,4.418605,0,1.055556,c
1.295834,1.430889,1.16018,1.177299,1.3,1.054054,1.418797,1.566667,1.27027,1.124716,1.226476,1.046992,1.021834,1.114286,0.95122,1.231441,1.342857,1.146341,0.829787,0.982269,1.078792,1.098265,0.867948,0.946476,0.807967,0.786026,0.857143,0.731707,0.969432,1.057143,0.902439,1.071257,0,0.230635,0,0,0,4.371585,0,0.941176,1.017509,0,0.19604,0,0,0,4.152249,0,0.8,0,1.01217,0.911943,0.900979,0.949827,0,0.183,0,0,0,4.411765,0,0.85,n
0.509194,0.524167,0.497514,0.416329,0.428571,0.40678,1.040823,1.071429,1.016949,0.494997,0.514971,0.481202,0.404722,0.421053,0.393443,1.011804,1.052632,0.983607,0.4,7.868269,9.437662,1.199459,0.972119,1.011345,0.945027,0.944351,0.982456,0.918033,0.994941,1.035088,0.967213,0.921348,0,0.328,0,0,0,2.808989,0,1,0.935361,0,0.273333,0,0,0,2.851711,0,0.833333,0,0.906446,0.937321,1.034062,1.015209,0,0.296667,0,0,0,2.851711,0,0.833333,c
0.991033,1.013903,0.984454,0.981621,1.004274,0.975104,1.002506,1.025641,0.995851,0.990757,1.001069,0.980386,0.981347,0.991561,0.971074,1.002227,1.012658,0.991736,0.979167,0.923153,0.822878,0.891378,0.999722,1.010127,0.989256,0.977171,0.987342,0.966942,1.006403,1.016878,0.995868,1.058824,0,0.24,0,0,0,4.751131,0,1.076923,0.957055,0,0.208,0,0,0,4.294479,0,0.933333,0,0.994448,0.940403,0.945653,0.903885,0,0.196444,0,0,0,3.98773,0,0.866667,n
1.052632,1.243137,0.899291,1.021086,1.205882,0.87234,1.095799,1.294118,0.93617,1.027719,1.056667,0.982946,0.99692,1.025,0.953488,1.069865,1.1,1.023256,0.931818,0.512983,0.977288,1.90511,0.976333,1.003833,0.933798,0.826714,0.85,0.790698,1.142811,1.175,1.093023,1.015936,0,0.242857,0,0,0,5.378486,0,1.285714,1.080508,0,0.242857,0,0,0,5.720339,0,1.285714,0,0.875494,1.086282,1.240764,1.063559,0,0.239048,0,0,0,4.449153,0,1,n
0.584493,0.595771,0.575489,0.566168,0.577093,0.557447,1.028611,1.048458,1.012766,0.573278,0.582931,0.565858,0.555304,0.564655,0.548117,1.008874,1.025862,0.995816,0.55042,6.058839,7.903297,1.304424,0.980812,0.997328,0.968117,0.962245,0.978448,0.949791,0.996157,1.012931,0.983264,0.883817,0,0.185217,0,0,0,4.564315,0,0.956522,1.019139,0,0.250588,0,0,0,5.263158,0,1.294118,0,0.710637,1.020303,1.435757,1.15311,0,0.283529,0,0,0,5.502392,0,1.352941,c
0.61425,0.621742,0.604567,0.477135,0.482955,0.469613,1.02163,1.034091,1.005525,0.607431,0.614757,0.601245,0.471838,0.477528,0.467033,1.010288,1.022472,1,0.467033,32.791712,40.445435,1.233404,0.988898,1.000824,0.978828,0.976982,0.988764,0.967033,1.004737,1.016854,0.994505,1.043364,0,0.220556,0,0,0,4.927727,0,1.041667,1.165932,0,0.311373,0,0,0,5.506608,0,1.470588,0,1.121357,1.290785,1.151092,1.117474,0,0.298431,0,0,0,5.286344,0,1.411765,c
0.89897,0.997143,0.790189,0.450773,0.5,0.396226,1.309388,1.452381,1.150943,0.758055,0.8376,0.664762,0.380113,0.42,0.333333,1.104139,1.22,0.968254,0.344262,6.338255,7.240945,1.142419,0.843248,0.931733,0.739471,0.760227,0.84,0.666667,0.959334,1.06,0.84127,0.810549,0,0.264211,0,0,0,2.906351,0,0.947368,0.766802,0,0.264211,0,0,0,2.749491,0,0.947368,0,0.932604,0.877293,0.940692,0.946029,0,0.325965,0,0,0,2.90224,0,1,c
0.745401,0.775309,0.709605,0.534125,0.555556,0.508475,1.086053,1.12963,1.033898,0.71097,0.747619,0.686339,0.509453,0.535714,0.491803,1.035888,1.089286,1,0.491803,12.184267,12.304821,1.009894,0.95381,1.002976,0.920765,0.917016,0.964286,0.885246,1.001925,1.053571,0.967213,1.08747,0,0.306667,0,0,0,4.964539,0,1.4,1.082353,0,0.204444,0,0,0,4.941176,0,0.933333,0,1.186868,1.04588,0.88121,0.995294,0,0.188,0,0,0,3.529412,0,0.666667,c
1.577485,1.682364,1.542167,1.474683,1.572727,1.441667,2.054327,2.190909,2.008333,1.031856,1.568305,0.764711,0.964612,1.466102,0.714876,1.343766,2.042373,0.995868,0.717842,7.007678,0.206098,0.02941,0.654115,0.994181,0.484766,0.613337,0.932203,0.454545,0.669095,1.016949,0.495868,0.928349,0,0.158933,0,0,0,4.205607,0,0.72,0.741294,0,0.074969,0,0,0,3.358209,0,0.339623,0,0.946597,0.600581,0.634463,0.798507,0,0.080755,0,0,0,4.664179,0,0.471698,c
1.026777,1.044783,1.011789,1.00413,1.021739,0.989474,1.046859,1.065217,1.031579,1.0125,1.033548,0.990928,0.990169,1.010753,0.969072,1.032303,1.053763,1.010309,0.959184,0.836408,0.873957,1.044892,0.986096,1.006595,0.965086,0.969101,0.989247,0.948454,1.000702,1.021505,0.979381,1.196,0,0.332222,0,0,0,4.2,0,1.166667,1,0,0.249167,0,0,0,3.511706,0,0.875,0,1.126157,0.931361,0.827025,0.83612,0,0.208333,0,0,0,3.010033,0,0.75,n
1.009224,1.034,0.94,0.976038,1,0.909091,1.171246,1.2,1.090909,0.971196,1.034,0.8272,0.939261,1,0.8,1.127113,1.2,0.96,0.833333,1.659297,0.92042,0.554705,0.96232,1.02455,0.81964,0.939261,1,0.8,1.033187,1.1,0.88,1.250427,0,0.292933,0,0,0,4.695504,0,1.1,1.30696,0,0.325481,0,0,0,4.907793,0,1.222222,0,1.418066,1.624567,1.145622,1.045211,0,0.260296,0,0,0,4.46163,0,1.111111,c
0.630301,0.657714,0.590256,0.447216,0.466667,0.418803,1.168239,1.219048,1.094017,0.592078,0.633578,0.539531,0.420096,0.449541,0.382813,1.097394,1.174312,1,0.382813,10.851033,7.925632,0.730404,0.939358,1.005199,0.85599,0.900206,0.963303,0.820313,1.003086,1.073394,0.914063,1.090255,0,0.222267,0,0,0,6.572923,0,1.34,1.116544,0,0.284957,0,0,0,6.731413,0,1.717949,0,1.255712,1.266633,1.008697,1.024113,0,0.261368,0,0,0,5.023443,0,1.282051,c
1.075726,1.108227,1.041733,1.039515,1.070922,1.006667,1.094589,1.12766,1.06,1.036436,1.062993,1.014675,1.001548,1.027211,0.980519,1.05461,1.081633,1.032468,0.949686,0.678048,0.886155,1.30692,0.963476,0.988163,0.943247,0.93522,0.959184,0.915584,0.994915,1.020408,0.974026,0.962312,0,0.212778,0,0,0,4.145729,0,0.916667,0.952736,0,0.255333,0,0,0,4.104478,0,1.1,0,0.919882,0.966158,1.050306,0.99005,0,0.265333,0,0,0,4.477612,0,1.2,n
1.074196,1.101767,1.001606,0.974976,1,0.909091,1.169971,1.2,1.090909,1.067379,1.101767,0.881413,0.968789,1,0.8,1.162547,1.2,0.96,0.833333,1.634034,1.225689,0.7501,0.993654,1.025667,0.820533,0.968789,1,0.8,1.065668,1.1,0.88,0.957447,0,0.225,0,0,0,3.191489,0,0.75,0.974729,0,0.225,0,0,0,3.249097,0,0.75,0,0.785883,0.877396,1.116447,1.018051,0,0.235,0,0,0,4.33213,0,1,c
1.368685,1.577333,1.213333,1.272657,1.466667,1.128205,1.504049,1.733333,1.333333,1.147615,1.278919,1.028696,1.067098,1.189189,0.956522,1.261116,1.405405,1.130435,0.846154,0.874372,1.0017,1.145623,0.83848,0.934414,0.751594,0.727567,0.810811,0.652174,0.945837,1.054054,0.847826,1.057245,0,0.24625,0,0,0,4.830054,0,1.125,0.986644,0,0.187619,0,0,0,4.507513,0,0.857143,0,1.231487,1.039032,0.843721,0.933222,0,0.17746,0,0,0,4.006678,0,0.761905,n
1.024511,1.054921,0.963188,0.994296,1.02381,0.934783,1.063666,1.095238,1,1.01311,1.030388,0.984593,0.983232,1,0.955556,1.051829,1.069767,1.022222,0.934783,1.069364,1.214274,1.135511,0.988872,1.005736,0.961037,0.960366,0.976744,0.933333,1.051829,1.069767,1.022222,0.937984,0,0.268889,0,0,0,3.488372,0,1,1,0,0.403333,0,0,0,3.719008,0,1.5,0,0.962276,1.024881,1.06506,1.066116,0,0.43,0,0,0,3.719008,0,1.5,n
1.190873,1.797778,0.851579,0.736016,1.111111,0.526316,1.619235,2.444444,1.157895,0.862473,1.797778,0.6472,0.533049,1.111111,0.4,1.172708,2.444444,0.88,0.454545,1.027163,0.577279,0.562013,0.724236,1.50963,0.543467,0.479744,1,0.36,1.012793,2.111111,0.76,0.933333,0,0.211556,0,0,0,4.411765,0,1,1.002105,0,0.198333,0,0,0,4.736842,0,0.9375,0,1.02249,1.108067,1.083695,1.073684,0,0.2125,0,0,0,4.736842,0,0.9375,n
1.155532,1.238256,1.102557,1.105475,1.184615,1.054795,1.205972,1.292308,1.150685,1.078332,1.14981,0.969719,1.031618,1.1,0.927711,1.125402,1.2,1.012048,0.916667,1.127816,0.946119,0.838895,0.93319,0.995048,0.839197,0.870847,0.928571,0.783133,0.978028,1.042857,0.879518,1.283396,0,0.326349,0,0,0,5.617978,0,1.428571,1.138427,0,0.201569,0,0,0,4.983389,0,0.882353,0,1.464604,1.107577,0.756229,0.887043,0,0.157059,0,0,0,3.488372,0,0.617647,n
1.001152,1.039915,0.965635,0.617132,0.641026,0.595238,1.098494,1.141026,1.059524,0.956826,1.013917,0.911386,0.589808,0.625,0.561798,1.049858,1.1125,1,0.561798,11.169744,7.437356,0.665848,0.955725,1.01275,0.910337,0.920101,0.975,0.876404,0.990878,1.05,0.94382,0.985119,0,0.220667,0,0,0,4.464286,0,1,0.871053,0,0.157619,0,0,0,3.947368,0,0.714286,0,1.051786,0.768765,0.730914,0.884211,0,0.16,0,0,0,3.947368,0,0.714286,c
